19:33:54 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
19:33:54 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - WebDriverManager: chromedriver setup OK
19:33:55 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - ChromeDriver initialized successfully for thread: 36
19:33:56 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Opening amazon Landing page
19:33:56 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within safeFindElement method
19:33:56 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //a[@id='nav-logo-sprites']]
19:33:57 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Giving input within the search bar
19:33:57 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within safeClick method
19:33:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Clicked the  [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
19:33:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Clicking on the submit in the search bar
19:33:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Waiting until element is visible in viewport
19:33:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within validateDeliveryFilterOptionsWithResult method
19:33:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within safeClick method
19:33:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Clicked the  [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']]   using safeClick
19:33:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within getMoreButtonByFilterTypeAndName method
19:34:00 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']
19:34:00 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within safeFindElements 
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Returning the  [[[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0cf2314e6aa803213a4daa844aa0a3ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] this is the set  [22, Apr, Today, Tue, FREE delivery, Wed, Tomorrow, 21]
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:34:01 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54 - [verifyingGetItIn2DaysFilterFunctionality_Tablet_19-33-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
