13:18:39 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
13:18:39 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - Loaded config from classpath: configs/UtilData.properties
13:18:42 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - WebDriverManager: chromedriver setup OK
13:18:49 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - ChromeDriver initialized successfully for thread: 31
13:18:49 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Opening amazon Landing page
13:18:49 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within safeFindElement method
13:18:52 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //a[@id='nav-logo-sprites']]
13:18:53 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Giving input within the search bar
13:18:53 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within safeClick method
13:18:56 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Clicked the  [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
13:18:56 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Clicking on the submit in the search bar
13:18:56 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Waiting until element is visible in viewport
13:18:56 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within validateDeliveryFilterOptionsWithResult method
13:18:56 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within safeClick method
13:18:56 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Clicked the  [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']]   using safeClick
13:18:56 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within getMoreButtonByFilterTypeAndName method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within safeFindElements 
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Returning the  [[[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (bf908ee7f44a26e4a228275644b067b1)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] this is the set  [Thu, Aug, Today, 26, 27, FREE delivery, Wed, Tomorrow]
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
13:18:57 [TestNG-test-Test-1] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_13-18-39] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
