19:25:25 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
19:25:25 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - WebDriverManager: chromedriver setup OK
19:25:26 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - ChromeDriver initialized successfully for thread: 36
19:25:29 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Opening amazon Landing page
19:25:29 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within safeFindElement method
19:25:30 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //a[@id='nav-logo-sprites']]
19:25:31 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Giving input within the search bar
19:25:31 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within safeClick method
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Clicked the  [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Clicking on the submit in the search bar
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Waiting until element is visible in viewport
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within validateDeliveryFilterOptionsWithResult method
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within safeClick method
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Clicked the  [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']]   using safeClick
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within getMoreButtonByFilterTypeAndName method
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']
19:25:34 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within safeFindElements 
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Returning the  [[[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (48634faba307296cdd0a0d57930ec00b)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] this is the set  [01, Aug, 02, Today, FREE delivery, Sat, Sun, Tomorrow]
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:35 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:36 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:36 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_19-25-25] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
