20:48:07 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:48:07 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - WebDriverManager: chromedriver setup OK
20:48:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - ChromeDriver initialized successfully for thread: 36
20:48:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Opening amazon Landing page
20:48:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within safeFindElement method
20:48:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
20:48:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
20:48:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //a[@id='nav-logo-sprites']]
20:48:18 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Giving input within the search bar
20:48:18 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within safeClick method
20:48:20 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Clicked the  [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:48:20 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Clicking on the submit in the search bar
20:48:21 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Waiting until element is visible in viewport
20:48:21 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within validateDeliveryFilterOptionsWithResult method
20:48:21 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within safeClick method
20:48:21 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Clicked the  [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']]   using safeClick
20:48:21 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within getMoreButtonByFilterTypeAndName method
20:48:22 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']
20:48:22 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within safeFindElements 
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Returning the  [[[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (0317a0de3337e32ff0567984607ee601)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] this is the set  [Today, Tue, FREE delivery, Wed, 08, 09, Tomorrow, Sep]
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:48:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-48-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
