10:56:32 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
10:56:32 [TestNG-test-Test-2] INFO  verifyingDiscountFilterFunctionality_Mobile_10-56-32 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
10:56:32 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
10:56:32 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - Loaded config from classpath: UtilData.properties
10:56:35 [TestNG-test-Test-2] INFO  verifyingDiscountFilterFunctionality_Mobile_10-56-32 - WebDriverManager: chromedriver setup OK
10:56:35 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - WebDriverManager: chromedriver setup OK
10:56:35 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - WebDriverManager: chromedriver setup OK
10:56:42 [TestNG-test-Test-2] INFO  verifyingDiscountFilterFunctionality_Mobile_10-56-32 - ChromeDriver initialized successfully for thread: 35
10:56:42 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - ChromeDriver initialized successfully for thread: 34
10:56:42 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - ChromeDriver initialized successfully for thread: 36
10:56:43 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - [verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32] Opening amazon Landing page
10:56:43 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - [verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32] Within safeFindElement method
10:56:43 [TestNG-test-Test-2] INFO  verifyingDiscountFilterFunctionality_Mobile_10-56-32 - [verifyingDiscountFilterFunctionality_Mobile_10-56-32] Opening amazon Landing page
10:56:43 [TestNG-test-Test-2] INFO  verifyingDiscountFilterFunctionality_Mobile_10-56-32 - [verifyingDiscountFilterFunctionality_Mobile_10-56-32] Within safeFindElement method
10:56:43 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - [verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32] Opening amazon Landing page
10:56:43 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - [verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32] Within safeFindElement method
10:56:48 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - [verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
10:56:48 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - [verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
10:56:48 [TestNG-test-Test-2] INFO  verifyingDiscountFilterFunctionality_Mobile_10-56-32 - [verifyingDiscountFilterFunctionality_Mobile_10-56-32]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
10:56:49 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - [verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
10:56:49 [TestNG-test-Test-2] INFO  verifyingDiscountFilterFunctionality_Mobile_10-56-32 - [verifyingDiscountFilterFunctionality_Mobile_10-56-32]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
10:56:49 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - [verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
10:56:54 [TestNG-test-Test-3] INFO  verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32 - [verifyingDisplaySizeFilterFunctionality_Mobile_10-56-32]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
10:56:54 [TestNG-test-Test-1] INFO  verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32 - [verifyingBatteryCapacityFilterFunctionality_Mobile_10-56-32]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
