20:19:31 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:19:31 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - WebDriverManager: chromedriver setup OK
20:19:33 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - ChromeDriver initialized successfully for thread: 36
20:19:33 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Opening amazon Landing page
20:19:33 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within safeFindElement method
20:19:36 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //a[@id='nav-logo-sprites']]
20:19:37 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Giving input within the search bar
20:19:37 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within safeClick method
20:19:39 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Clicked the  [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:19:39 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Clicking on the submit in the search bar
20:19:39 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Waiting until element is visible in viewport
20:19:39 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within validateDeliveryFilterOptionsWithResult method
20:19:39 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within safeClick method
20:19:40 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Clicked the  [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']]   using safeClick
20:19:40 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within getMoreButtonByFilterTypeAndName method
20:19:40 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']
20:19:40 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within safeFindElements 
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Returning the  [[[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (986f53a0055badb8e2a838d9af82cdd4)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] this is the set  [13, Today, 14, FREE delivery, Sun, Mon, Tomorrow, Sep]
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:19:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_20-19-31] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
