19:35:07 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
19:35:07 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - WebDriverManager: chromedriver setup OK
19:35:11 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - ChromeDriver initialized successfully for thread: 36
19:35:11 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Opening amazon Landing page
19:35:11 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within safeFindElement method
19:35:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
19:35:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
19:35:22 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //a[@id='nav-logo-sprites']]
19:35:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Giving input within the search bar
19:35:23 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within safeClick method
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Clicked the  [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Clicking on the submit in the search bar
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Waiting until element is visible in viewport
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within validateDeliveryFilterOptionsWithResult method
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within safeClick method
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Clicked the  [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']]   using safeClick
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within getMoreButtonByFilterTypeAndName method
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']
19:35:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within safeFindElements 
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Returning the  [[[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50c9c6ea90197f7da184d7738d5ebf5d)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] this is the set  [Jul, Today, 14, 15, Tue, FREE delivery, Wed, Tomorrow]
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:35:27 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07 - [verifyingFreeDeliveryFilterFunctionality_Mobile_19-35-07] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
