19:25:20 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
19:25:20 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - WebDriverManager: chromedriver setup OK
19:25:22 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - ChromeDriver initialized successfully for thread: 36
19:25:22 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Opening amazon Landing page
19:25:25 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within safeFindElement method
19:25:25 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //a[@id='nav-logo-sprites']]
19:25:27 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Giving input within the search bar
19:25:27 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within safeClick method
19:25:30 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Clicked the  [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
19:25:30 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Clicking on the submit in the search bar
19:25:30 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Waiting until element is visible in viewport
19:25:30 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within validateDeliveryFilterOptionsWithResult method
19:25:30 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within safeClick method
19:25:31 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Clicked the  [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']]   using safeClick
19:25:31 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within getMoreButtonByFilterTypeAndName method
19:25:31 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']
19:25:31 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within safeFindElements 
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Returning the  [[[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (b84541e28b08ff8db60700699f4b7e1f)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] this is the set  [Thu, 12, Aug, 13, Today, FREE delivery, Wed, Tomorrow]
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:25:32 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20 - [verifyingGetItByTodayFilterFunctionality_Mobile_19-25-20] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
