18:30:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
18:30:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - WebDriverManager: chromedriver setup OK
18:30:11 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - ChromeDriver initialized successfully for thread: 36
18:30:12 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Opening amazon Landing page
18:30:12 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within safeFindElement method
18:30:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
18:30:19 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
18:30:20 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //a[@id='nav-logo-sprites']]
18:30:21 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Giving input within the search bar
18:30:21 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within safeClick method
18:30:24 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Clicked the  [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
18:30:24 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Clicking on the submit in the search bar
18:30:24 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Waiting until element is visible in viewport
18:30:24 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within validateDeliveryFilterOptionsWithResult method
18:30:24 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within safeClick method
18:30:25 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Clicked the  [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']]   using safeClick
18:30:25 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within getMoreButtonByFilterTypeAndName method
18:30:25 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']
18:30:25 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within safeFindElements 
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Returning the  [[[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4b90e09dcd469abade34d11b56ca4f12)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] this is the set  [Aug, Today, 15, 16, FREE delivery, Sat, Sun, Tomorrow]
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:30:26 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09 - [verifyingFreeDeliveryFilterFunctionality_Laptop_18-30-09] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
