19:59:53 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
19:59:53 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - WebDriverManager: chromedriver setup OK
19:59:54 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - ChromeDriver initialized successfully for thread: 36
19:59:57 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Opening amazon Landing page
19:59:57 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within safeFindElement method
19:59:58 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //a[@id='nav-logo-sprites']]
19:59:58 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Giving input within the search bar
19:59:58 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within safeClick method
20:00:01 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Clicked the  [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:00:01 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Clicking on the submit in the search bar
20:00:01 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Waiting until element is visible in viewport
20:00:01 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within validateDeliveryFilterOptionsWithResult method
20:00:01 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within safeClick method
20:00:02 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Clicked the  [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']]   using safeClick
20:00:02 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within getMoreButtonByFilterTypeAndName method
20:00:02 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']
20:00:02 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within safeFindElements 
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Returning the  [[[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c0264ceab1a6c59bf16be965cc132937)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] this is the set  [Jul, Today, Tue, FREE delivery, 28, Wed, 29, Tomorrow]
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:00:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53 - [verifyingGetItByTomorrowFilterFunctionality_Laptop_19-59-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
