20:03:05 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:03:05 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - WebDriverManager: chromedriver setup OK
20:03:07 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - ChromeDriver initialized successfully for thread: 36
20:03:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Opening amazon Landing page
20:03:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within safeFindElement method
20:03:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //a[@id='nav-logo-sprites']]
20:03:11 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Giving input within the search bar
20:03:11 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within safeClick method
20:03:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Clicked the  [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:03:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Clicking on the submit in the search bar
20:03:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Waiting until element is visible in viewport
20:03:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within validateDeliveryFilterOptionsWithResult method
20:03:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within safeClick method
20:03:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Clicked the  [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']]   using safeClick
20:03:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within getMoreButtonByFilterTypeAndName method
20:03:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']
20:03:16 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within safeFindElements 
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Returning the  [[[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c8a8e3d552c71c83c0d545306c96a965)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] this is the set  [Jun, Today, FREE delivery, Sat, 19, Fri, Tomorrow, 20]
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:03:17 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05 - [verifyingFreeDeliveryFilterFunctionality_Mobile_20-03-05] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
