20:05:29 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:05:29 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - WebDriverManager: chromedriver setup OK
20:05:31 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - ChromeDriver initialized successfully for thread: 36
20:05:33 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Opening amazon Landing page
20:05:33 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within safeFindElement method
20:05:34 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //a[@id='nav-logo-sprites']]
20:05:34 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Giving input within the search bar
20:05:34 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within safeClick method
20:05:37 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Clicked the  [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:05:37 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Clicking on the submit in the search bar
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Waiting until element is visible in viewport
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within validateDeliveryFilterOptionsWithResult method
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within safeClick method
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Clicked the  [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']]   using safeClick
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within getMoreButtonByFilterTypeAndName method
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within safeFindElements 
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Returning the  [[[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (50b583a1fcb6d99a1cfad564fb4f86b6)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] this is the set  [Jun, Today, 26, 27, FREE delivery, Sat, Fri, Tomorrow]
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:05:39 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29 - [verifyingGetItByTodayFilterFunctionality_Mobile_20-05-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
