20:05:32 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:05:32 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - WebDriverManager: chromedriver setup OK
20:05:33 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - ChromeDriver initialized successfully for thread: 36
20:05:36 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Opening amazon Landing page
20:05:36 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within safeFindElement method
20:05:37 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //a[@id='nav-logo-sprites']]
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Giving input within the search bar
20:05:38 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within safeClick method
20:05:40 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Clicked the  [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:05:40 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Clicking on the submit in the search bar
20:05:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Waiting until element is visible in viewport
20:05:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within validateDeliveryFilterOptionsWithResult method
20:05:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within safeClick method
20:05:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Clicked the  [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']]   using safeClick
20:05:41 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within getMoreButtonByFilterTypeAndName method
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within safeFindElements 
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Returning the  [[[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (2eaae1829a3904fba868e625200f36d9)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] this is the set  [Jul, Today, 27, Tue, FREE delivery, 28, Mon, Tomorrow]
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:05:42 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:05:43 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:05:43 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-05-32] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
