20:09:54 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:09:54 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - WebDriverManager: chromedriver setup OK
20:09:56 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - ChromeDriver initialized successfully for thread: 35
20:09:58 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Opening amazon Landing page
20:09:58 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within safeFindElement method
20:09:58 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //a[@id='nav-logo-sprites']]
20:09:58 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Giving input within the search bar
20:09:58 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within safeClick method
20:10:00 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Clicked the  [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:10:00 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Clicking on the submit in the search bar
20:10:00 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Waiting until element is visible in viewport
20:10:00 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within validateDeliveryFilterOptionsWithResult method
20:10:00 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within safeClick method
20:10:01 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Clicked the  [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']]   using safeClick
20:10:01 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within getMoreButtonByFilterTypeAndName method
20:10:01 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']
20:10:01 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within safeFindElements 
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Returning the  [[[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (4ffcfbfefd53338b23c60d2ee51f4ca0)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] this is the set  [Thu, 01, Apr, Today, May, FREE delivery, Fri, 30, Tomorrow]
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:10:02 [TestNG-test-Test-2] INFO  verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54 - [verifyingFreeDeliveryFilterFunctionality_Tablet_20-09-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
