20:13:29 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:13:29 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - WebDriverManager: chromedriver setup OK
20:13:30 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - ChromeDriver initialized successfully for thread: 35
20:13:33 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Opening amazon Landing page
20:13:33 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within safeFindElement method
20:13:33 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //a[@id='nav-logo-sprites']]
20:13:34 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Giving input within the search bar
20:13:34 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within safeClick method
20:13:36 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Clicked the  [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:13:36 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Clicking on the submit in the search bar
20:13:37 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Waiting until element is visible in viewport
20:13:37 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within validateDeliveryFilterOptionsWithResult method
20:13:37 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within safeClick method
20:13:37 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Clicked the  [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']]   using safeClick
20:13:37 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within getMoreButtonByFilterTypeAndName method
20:13:37 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']
20:13:37 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within safeFindElements 
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Returning the  [[[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (c9512af5bd18d2e3802e8d6a9fb97182)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] this is the set  [Thu, Apr, Today, FREE delivery, Wed, 29, 30, Tomorrow]
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:13:38 [TestNG-test-Test-2] INFO  verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29 - [verifyingGetItByTomorrowFilterFunctionality_Tablet_20-13-29] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
