20:04:06 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:04:06 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - WebDriverManager: chromedriver setup OK
20:04:07 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - ChromeDriver initialized successfully for thread: 36
20:04:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Opening amazon Landing page
20:04:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within safeFindElement method
20:04:09 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //a[@id='nav-logo-sprites']]
20:04:10 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Giving input within the search bar
20:04:10 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within safeClick method
20:04:13 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Clicked the  [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:04:13 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Clicking on the submit in the search bar
20:04:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Waiting until element is visible in viewport
20:04:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within validateDeliveryFilterOptionsWithResult method
20:04:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within safeClick method
20:04:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Clicked the  [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']]   using safeClick
20:04:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within getMoreButtonByFilterTypeAndName method
20:04:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Eligible for Free Delivery']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Free Shipping']
20:04:14 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within safeFindElements 
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Returning the  [[[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (08ba1c50a588b19d47b0846822d1a766)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] this is the set  [Jul, Today, 27, Tue, FREE delivery, 28, Mon, Tomorrow]
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:04:15 [TestNG-test-Test-3] INFO  verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06 - [verifyingFreeDeliveryFilterFunctionality_Laptop_20-04-06] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
